Project: Harmful Algal Blooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,5,1,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.92,16.14,16.8,15.47,250,NaN,0.01,NaN,0.87,NaN,NaN,NaN,NaN,0.39,NaN,NaN,350,1.8,NaN,13
2013,5,8,17:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1.4,14.11,13.93,14.28,250,90,0,NaN,6.2,NaN,NaN,NaN,NaN,0.79,NaN,NaN,2100,8.94,NaN,13.2
2013,5,15,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,40,0.56,6.2,6.24,6.15,250,1790,0,NaN,0.3,NaN,NaN,NaN,NaN,0.31,NaN,NaN,0,2.94,NaN,14.9
2013,5,22,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.03,10.57,10.43,10.71,250,0,0,NaN,16.89,NaN,NaN,NaN,NaN,1.39,NaN,NaN,1050,24.26,NaN,11.3
2013,5,29,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.29,16.41,15.89,16.94,250,NaN,0,NaN,0.16,NaN,NaN,NaN,NaN,0.27,NaN,NaN,0,1.11,NaN,13.8
2013,6,5,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.77,15.29,15.75,14.84,250,NaN,0,NaN,7.45,NaN,NaN,NaN,NaN,1.27,NaN,NaN,400,14.91,NaN,12.1
2013,6,12,15:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.12,6.88,6.62,7.14,250,534,0,NaN,3.31,NaN,NaN,NaN,NaN,1.02,NaN,NaN,0,9.63,NaN,13.3
2013,6,26,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,8.57,6.25,6.26,6.24,250,NaN,0,NaN,3.75,NaN,NaN,NaN,NaN,0.99,NaN,NaN,0,9.35,NaN,15.1
2013,7,3,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.28,4.67,4.17,5.17,250,2110,0.02,NaN,1.04,NaN,NaN,NaN,NaN,0.3,NaN,NaN,350,0.33,NaN,15.5
2013,7,10,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.29,3.26,2.93,3.58,250,1210,0,NaN,0.49,NaN,NaN,NaN,NaN,0.27,NaN,NaN,0,0.96,NaN,15.5
2013,7,17,20:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.5,2.83,2.89,2.77,250,NaN,0,NaN,0.29,NaN,NaN,NaN,NaN,0.19,NaN,NaN,0,1.39,NaN,15.5
2013,7,24,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.63,10.12,10.22,10.01,250,740,0,NaN,4.77,NaN,NaN,NaN,NaN,0.61,NaN,NaN,0,15.65,NaN,15.1
2013,7,31,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.16,13.09,13.23,12.95,250,560,0,NaN,3.95,NaN,NaN,NaN,NaN,0.62,NaN,NaN,0,28.81,NaN,14.1
2013,8,7,14:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.85,5.03,4.94,5.12,250,60,0,NaN,5.76,NaN,NaN,NaN,NaN,1.13,NaN,NaN,0,16.3,NaN,14
2013,8,14,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1.71,3.91,3.96,3.86,250,NaN,0,NaN,1.31,NaN,NaN,NaN,NaN,0.54,NaN,NaN,0,2.59,NaN,15.5
2013,8,21,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.28,18.73,19.04,18.41,250,NaN,0,NaN,0.44,NaN,NaN,NaN,NaN,0.32,NaN,NaN,0,1.29,NaN,14.8
2013,8,28,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.71,1.8,1.88,1.72,250,40,0,NaN,0.51,NaN,NaN,NaN,NaN,0.43,NaN,NaN,0,1.28,NaN,16.2
2013,9,4,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,7.09,5.73,5.73,5.72,250,0,0,NaN,0.74,NaN,NaN,NaN,NaN,0.47,NaN,NaN,0,3.37,NaN,17.6
2013,9,11,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,2080,8.48,19.95,19.81,20.09,250,NaN,0,NaN,5.09,NaN,NaN,NaN,NaN,1.07,NaN,NaN,0,9.37,NaN,15.4
2013,9,18,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,180,2.77,9.59,9.45,9.73,250,NaN,0,NaN,5.36,NaN,NaN,NaN,NaN,0.66,NaN,NaN,0,8.39,NaN,14.9
2013,9,25,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,100,4.23,5.15,5.32,4.99,250,60,0,NaN,9.82,NaN,NaN,NaN,NaN,1.19,NaN,NaN,0,26.02,NaN,14.6
2013,10,2,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,2100,2.08,7.69,7.66,7.73,250,NaN,0,NaN,8.04,NaN,NaN,NaN,NaN,0.96,NaN,NaN,0,22.36,NaN,13.8
2013,10,9,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,3713,0.31,47.95,49.86,46.03,250,NaN,0,NaN,0.94,NaN,NaN,NaN,NaN,0.57,NaN,NaN,0,24.61,NaN,13.8
2013,10,16,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,10,11.38,2.82,2.84,2.8,250,NaN,0,NaN,5.61,NaN,NaN,NaN,NaN,2.28,NaN,NaN,0,23.91,NaN,13.2
2013,10,23,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,9.87,7.63,7.59,7.66,250,180,0,NaN,6.09,NaN,NaN,NaN,NaN,1.89,NaN,NaN,0,20.76,NaN,12.8
2013,10,29,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,10.36,1.34,1.35,1.33,250,NaN,0,NaN,12.21,NaN,NaN,NaN,NaN,1.64,NaN,NaN,0,13.67,NaN,12.1
2013,11,6,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,8.54,2.41,2.47,2.35,250,0,0,NaN,8.66,NaN,NaN,NaN,NaN,1.96,NaN,NaN,0,26.44,NaN,12.4
2013,11,13,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1520,6.29,4.62,4.74,4.5,250,300,0,NaN,7.21,NaN,NaN,NaN,NaN,1.48,NaN,NaN,0,19.4,NaN,12.9
2013,11,27,16:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,690,10.59,1.48,1.49,1.47,250,110,0,NaN,7.93,NaN,NaN,NaN,NaN,1.79,NaN,NaN,0,18.46,NaN,11.5
2013,12,4,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1820,9.12,1.9,1.83,1.96,250,1100,0,NaN,7.91,NaN,NaN,NaN,NaN,1.53,NaN,NaN,0,18.04,NaN,11.4
2013,12,11,17:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,30,5.6,0.89,0.88,0.9,250,20,0,NaN,12.57,NaN,NaN,NaN,NaN,1.54,NaN,NaN,0,18.69,NaN,11.1
2013,12,18,17:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,30,3.52,2.66,2.56,2.77,250,180,0,NaN,12.24,NaN,NaN,NaN,NaN,1.41,NaN,NaN,0,19.51,NaN,10.7
2014,1,8,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.56,1.9,1.95,1.85,250,0,0,NaN,8.85,NaN,NaN,NaN,NaN,1.44,NaN,NaN,0,15.73,NaN,11.4
2014,1,15,16:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.26,1.67,1.76,1.58,250,50,0,NaN,7.58,NaN,NaN,NaN,NaN,1.11,NaN,NaN,0,13.84,NaN,11.4
2014,1,22,15:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.82,1.87,1.79,1.95,250,NaN,0,NaN,6.96,NaN,NaN,NaN,NaN,1.29,NaN,NaN,0,15.35,NaN,10.5
2014,1,29,16:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,6.05,1.11,0.91,1.31,250,NaN,0,NaN,6.2,NaN,NaN,NaN,NaN,1.15,NaN,NaN,0,12.56,NaN,13.2
2014,2,5,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,9.38,1.48,1.56,1.41,250,90,0,NaN,5.24,NaN,NaN,NaN,NaN,1.31,NaN,NaN,0,16.25,NaN,10.6
2014,2,12,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,6.1,1.29,1.33,1.24,250,0,0,NaN,5.59,NaN,NaN,NaN,NaN,1.03,NaN,NaN,0,15.21,NaN,11.9
2014,2,19,15:35:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.2,3.66,3.8,3.53,250,0,0.1,NaN,5.06,NaN,NaN,NaN,NaN,1.02,NaN,NaN,0,13.17,NaN,12.5
2014,2,26,15:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.11,2.07,2.16,1.98,250,NaN,0,NaN,4.03,NaN,NaN,NaN,NaN,0.97,NaN,NaN,0,9.97,NaN,12.4
2014,3,6,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.88,2.27,2.21,2.34,250,NaN,0,NaN,7.32,NaN,NaN,NaN,NaN,1.04,NaN,NaN,550,16.77,NaN,12.2
2014,3,12,14:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.52,2.83,2.71,2.95,250,510,0.09,NaN,2.87,NaN,NaN,NaN,NaN,0.55,NaN,NaN,14500,8.84,NaN,12.4
2014,3,19,15:10:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.49,3.01,3.02,3,250,820,0.14,NaN,2.35,NaN,NaN,NaN,NaN,0.54,NaN,NaN,7300,10.55,NaN,12.1
2014,3,26,15:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.42,5.6,5.69,5.52,250,10,1.68,NaN,4.77,NaN,NaN,NaN,NaN,0.73,NaN,NaN,135850,11.06,NaN,12.7
2014,4,3,13:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.28,5.84,5.93,5.76,250,210,0.8,NaN,0.81,NaN,NaN,NaN,NaN,0.44,NaN,NaN,248800,6.1,NaN,12.1
2014,4,9,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.05,2.42,2.41,2.43,250,690,0.67,NaN,0.49,NaN,NaN,NaN,NaN,0.3,NaN,NaN,61850,7.51,NaN,15.7
2014,4,16,14:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.66,5.74,5.87,5.6,250,NaN,0.67,NaN,1.05,NaN,NaN,NaN,NaN,0.4,NaN,NaN,NaN,6.02,NaN,14.7
2014,4,23,14:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.09,4.24,4.26,4.22,250,NaN,0.09,NaN,22.5,NaN,NaN,NaN,NaN,1.76,NaN,NaN,2750,30.95,NaN,9.7
2014,4,30,14:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.52,12.5,13.17,11.83,250,NaN,1.23,NaN,2.07,NaN,NaN,NaN,NaN,0.69,NaN,NaN,174500,4.91,NaN,13
2014,5,7,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,1.93,7.8,7.39,8.2,250,NaN,5.55,NaN,11.77,NaN,NaN,NaN,NaN,0.89,NaN,NaN,170050,16.68,NaN,10.3
2014,5,14,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,60,1.19,6.08,6.28,5.87,250,NaN,3.44,NaN,0.63,NaN,NaN,NaN,NaN,0.19,NaN,NaN,170850,4.07,NaN,14.6
2014,5,21,15:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,350,4.94,4.17,4.04,4.29,250,490,0.15,NaN,11.35,NaN,NaN,NaN,NaN,1.1,NaN,NaN,47600,18.99,NaN,12.8
2014,5,28,15:35:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,230,0.44,4.87,5.13,4.6,250,NaN,0.59,NaN,0.02,NaN,NaN,NaN,NaN,0.15,NaN,NaN,26750,2.47,NaN,14.3
2014,6,4,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,190,1.29,3.37,3.29,3.45,250,730,16.22,NaN,0.48,NaN,NaN,NaN,NaN,0.23,NaN,NaN,23150,3.32,NaN,14
2014,6,11,15:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,760,2.81,8.8,9,8.6,250,5200,0,NaN,0.53,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0,8.04,NaN,14.3
2014,6,18,16:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,0.89,7.93,8,7.86,250,150,0.02,NaN,1.04,NaN,NaN,NaN,NaN,0.24,NaN,NaN,1800,4.31,NaN,14.9
2014,6,25,16:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,180,0.49,8.3,8.06,8.53,250,400,0,NaN,0.08,NaN,NaN,NaN,NaN,0.03,NaN,NaN,0,1.2,NaN,16.7
2014,7,2,16:10:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,2360,0.82,5.47,5.46,5.49,250,540,0,NaN,0.05,NaN,NaN,NaN,NaN,0.06,NaN,NaN,0,1.64,NaN,14.1
2014,7,9,16:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,740,5.37,3.13,3.21,3.06,250,310,0.04,NaN,1.78,NaN,NaN,NaN,NaN,0.89,NaN,NaN,5550,23.07,NaN,15.6
2014,7,16,16:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1200,3.81,2.66,2.71,2.6,250,330,0.12,NaN,0.53,NaN,NaN,NaN,NaN,0.53,NaN,NaN,10400,5.27,NaN,16.6
2014,7,23,16:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,260,9.57,9.41,9.41,9.41,250,NaN,0,NaN,1.49,NaN,NaN,NaN,NaN,0.58,NaN,NaN,0,6.31,NaN,18
2014,7,30,16:10:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,6.68,8.4,8.53,8.26,250,NaN,0,NaN,2.12,NaN,NaN,NaN,NaN,0.8,NaN,NaN,0,14.38,NaN,17.8
2014,8,6,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.36,6.75,6.79,6.72,250,900,0,NaN,0.72,NaN,NaN,NaN,NaN,0.47,NaN,NaN,0,8.98,NaN,17.9
2014,8,13,17:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.73,11.99,12.1,11.89,250,330,0,NaN,0.03,NaN,NaN,NaN,NaN,0.4,NaN,NaN,100,7.53,NaN,18.7
2014,8,20,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1.75,7.96,7.93,8,250,320,0,NaN,0.54,NaN,NaN,NaN,NaN,0.7,NaN,NaN,0,8.79,NaN,17.4
2014,8,27,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.19,4.87,4.98,4.76,250,NaN,0,NaN,0.93,NaN,NaN,NaN,NaN,0.7,NaN,NaN,0,9.84,NaN,17.9
2014,9,3,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,6.33,3.05,3.02,3.07,250,20,0,NaN,1.34,NaN,NaN,NaN,NaN,0.91,NaN,NaN,0,10.94,NaN,18.2
2014,9,10,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.62,4.5,4.74,4.25,250,30,0,NaN,1.62,NaN,NaN,NaN,NaN,1.04,NaN,NaN,0,10.27,NaN,17.1
2014,9,17,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.12,6.94,6.83,7.04,250,NaN,0,NaN,1.5,NaN,NaN,NaN,NaN,1.05,NaN,NaN,0,10.24,NaN,17.5
2014,9,24,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,500,1.34,11.2,10.86,11.54,250,690,0,NaN,0.07,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0,10.21,NaN,18.5
2014,10,1,15:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,820,4.79,4.9,4.85,4.96,250,NaN,0,NaN,1.05,NaN,NaN,NaN,NaN,0.61,NaN,NaN,0,11.38,NaN,17.8
2014,10,8,15:12:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,170,1.16,4.87,4.85,4.9,250,NaN,0,NaN,0.04,NaN,NaN,NaN,NaN,0.17,NaN,NaN,0,7.42,NaN,17.1
2014,10,15,14:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,2700,5.58,2.63,2.6,2.66,250,867,0,NaN,2.68,NaN,NaN,NaN,NaN,0.95,NaN,NaN,0,9.11,NaN,16
2014,10,22,14:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,60,5,2.06,2.01,2.11,250,NaN,0,NaN,2.46,NaN,NaN,NaN,NaN,0.56,NaN,NaN,0,8.43,NaN,14.9
2014,10,29,14:35:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.04,2.55,2.48,2.62,250,20,0,NaN,1.93,NaN,NaN,NaN,NaN,1.42,NaN,NaN,0,14.39,NaN,15.3
2014,11,5,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1030,0.42,50.28,50.59,49.97,250,1190,0,NaN,0.84,NaN,NaN,NaN,NaN,0.37,NaN,NaN,0,18.36,NaN,14.5
2014,11,12,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,3380,4.1,11.58,11.92,11.23,250,NaN,0,NaN,1.99,NaN,NaN,NaN,NaN,1.34,NaN,NaN,0,13.42,NaN,15
2014,11,19,15:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,680,6.29,6.19,6.5,5.88,250,270,0,NaN,1.85,NaN,NaN,NaN,NaN,0.71,NaN,NaN,0,13.32,NaN,14.1
2014,11,26,15:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1290,3.85,8.09,7.88,8.3,250,200,0,NaN,2.42,NaN,NaN,NaN,NaN,0.61,NaN,NaN,0,16.17,NaN,13.4
2014,12,3,15:50:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,270,3.13,5.17,4.82,5.53,250,NaN,0,NaN,5.06,NaN,NaN,NaN,NaN,0.76,NaN,NaN,0,17.75,NaN,15
2014,12,10,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.96,3.13,3.13,3.14,250,10,0,NaN,3.07,NaN,NaN,NaN,NaN,0.69,NaN,NaN,0,18.25,NaN,14.7
2014,12,17,16:05:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.19,0.94,0.89,1,250,30,0,NaN,3.6,NaN,NaN,NaN,NaN,0.51,NaN,NaN,0,13.73,NaN,14.1
2015,1,7,17:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.88,0.85,0.66,1.04,250,0,0,NaN,6.75,NaN,NaN,NaN,NaN,0.4,NaN,NaN,0,13.83,NaN,13.4
2015,1,14,16:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.39,1.28,1.87,0.68,250,0,0,NaN,1.12,NaN,NaN,NaN,NaN,0.43,NaN,NaN,0,8.99,NaN,12.3
2015,1,21,16:35:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.2,1.56,1.53,1.59,250,0,0,NaN,1.96,NaN,NaN,NaN,NaN,0.47,NaN,NaN,0,7.17,NaN,13
2015,1,28,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.1,1.16,1.23,1.08,250,0,0,NaN,3.32,NaN,NaN,NaN,NaN,0.51,NaN,NaN,0,9.95,NaN,13.5
2015,2,4,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,4.93,1.7,1.69,1.71,250,0,0,NaN,3.77,NaN,NaN,NaN,NaN,0.62,NaN,NaN,0,9.2,NaN,13.3
