Project: Harmful Algal Blooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10,19,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,0.46,51.2,50.3,52.11,250,NaN,0.02,NaN,0.03,NaN,NaN,NaN,NaN,1.02,NaN,NaN,NaN,12.11,NaN,14.8
2016,10,26,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,0.45,24.48,24.58,24.39,250,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0.59,NaN,NaN,NaN,13.14,NaN,14.5
2016,11,2,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.19,45.83,48,43.65,250,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.3
2016,11,9,16:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.36,8.75,9.25,8.25,250,NaN,NaN,NaN,1.14,NaN,NaN,NaN,NaN,0.93,NaN,NaN,NaN,11.72,NaN,15.7
2016,11,16,17:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,7.25,4.3,4.53,4.06,250,NaN,0,NaN,4.65,NaN,NaN,NaN,NaN,0.92,NaN,NaN,NaN,14.36,NaN,14.9
2016,11,23,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.73,3.36,3.42,3.31,250,NaN,0,NaN,8.24,NaN,NaN,NaN,NaN,0.86,NaN,NaN,NaN,14.87,NaN,12.5
2016,11,30,16:25:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,3.58,1.98,1.95,2.01,250,NaN,0,NaN,5.92,NaN,NaN,NaN,NaN,0.92,NaN,NaN,NaN,13.55,NaN,12
2016,12,7,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,3.3,1.61,1.53,1.7,250,NaN,0,NaN,7.99,NaN,NaN,NaN,NaN,0.99,NaN,NaN,NaN,16.44,NaN,11.6
2016,12,14,16:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.47,7.99,8.03,7.96,250,NaN,0,NaN,6.93,NaN,NaN,NaN,NaN,0.74,NaN,NaN,NaN,28.95,NaN,12.1
2016,12,21,17:10:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,4.04,1.77,1.78,1.76,250,NaN,NaN,NaN,7.99,NaN,NaN,NaN,NaN,1.02,NaN,NaN,NaN,26.27,NaN,11.7
2017,1,4,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.33,3.63,3.84,3.42,250,NaN,NaN,NaN,8.2,NaN,NaN,NaN,NaN,1.25,NaN,NaN,NaN,54.74,NaN,11.2
2017,1,11,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.29,11.98,13.05,10.92,250,NaN,0,NaN,10.1,NaN,NaN,NaN,NaN,0.97,NaN,NaN,NaN,36.86,NaN,11.8
2017,1,18,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.19,1.87,1.83,1.9,250,NaN,0,NaN,7.18,NaN,NaN,NaN,NaN,0.9,NaN,NaN,NaN,18.11,NaN,11.3
2017,1,25,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,NaN,1.04,0.98,1.1,250,NaN,0,NaN,11.44,NaN,NaN,NaN,NaN,0.92,NaN,NaN,NaN,46.29,NaN,10.3
2017,2,1,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.37,2.11,2.1,2.11,250,NaN,0,NaN,11.54,NaN,NaN,NaN,NaN,0.77,NaN,NaN,NaN,27.94,NaN,11.2
2017,2,8,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.35,1.35,1.36,1.33,250,NaN,0,NaN,10.94,NaN,NaN,NaN,NaN,1.09,NaN,NaN,NaN,91.96,NaN,12.7
2017,2,15,15:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.54,1.77,1.82,1.72,250,NaN,0,NaN,9.28,NaN,NaN,NaN,NaN,0.82,NaN,NaN,NaN,50,NaN,12.2
2017,2,22,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.67,0.93,0.89,0.97,250,NaN,0,NaN,5.92,NaN,NaN,NaN,NaN,0.56,NaN,NaN,NaN,22.83,NaN,12.1
2017,3,1,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.24,0.6,0.63,0.57,250,NaN,0,NaN,5.8,NaN,NaN,NaN,NaN,0.58,NaN,NaN,NaN,13.71,NaN,11.4
2017,3,8,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.32,3.23,3.34,3.11,250,NaN,0,NaN,6.93,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,39.24,NaN,11.7
2017,3,15,14:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,3.11,2.1,2.07,2.14,250,NaN,NaN,NaN,2.83,NaN,NaN,NaN,NaN,0.32,NaN,NaN,NaN,28.73,NaN,13.1
2017,3,22,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.83,3.1,2.86,3.34,250,NaN,0,NaN,2.66,NaN,NaN,NaN,NaN,0.38,NaN,NaN,NaN,30.96,NaN,13
2017,3,29,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.16,3.37,3.26,3.47,250,NaN,0.01,NaN,1.57,NaN,NaN,NaN,NaN,0.22,NaN,NaN,NaN,9.08,NaN,14.7
2017,4,5,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,1.38,3.39,3.58,3.19,250,NaN,0.02,NaN,3.94,NaN,NaN,NaN,NaN,0.31,NaN,NaN,NaN,16.04,NaN,13.3
2017,4,12,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,3.27,3.19,3.12,3.25,250,NaN,0.01,NaN,10.54,NaN,NaN,NaN,NaN,0.8,NaN,NaN,NaN,28.98,NaN,11.8
2017,4,19,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,3.82,7.08,6.83,7.33,250,NaN,0.34,NaN,5,NaN,NaN,NaN,NaN,0.69,NaN,NaN,NaN,13.3,NaN,12.5
2017,4,26,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,3.17,6.66,6.73,6.59,250,NaN,0,NaN,12.21,NaN,NaN,NaN,NaN,0.96,NaN,NaN,NaN,42.86,NaN,11.7
2017,5,3,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,NaN,2.92,3.38,3.37,3.39,250,NaN,0,NaN,4.65,NaN,NaN,NaN,NaN,0.52,NaN,NaN,NaN,41.02,NaN,13.9
2017,5,10,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,730,2.3,7.07,7.26,6.88,250,NaN,0,NaN,10.39,NaN,NaN,NaN,NaN,4.28,NaN,NaN,3500,26.49,NaN,12.3
2017,5,17,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,880,4.2,3.86,4.03,3.69,250,667,0.09,NaN,10.05,NaN,NaN,NaN,NaN,0.84,NaN,NaN,34500,19.37,NaN,12.4
2017,5,24,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1330,1.95,9.6,9.45,9.75,250,3250,0.07,NaN,1.75,NaN,NaN,NaN,NaN,0.88,NaN,NaN,80750,11.07,NaN,13.1
2017,5,31,16:10:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,260,1.41,3.43,3.5,3.36,250,NaN,0.73,NaN,0.75,NaN,NaN,NaN,NaN,0.49,NaN,NaN,48500,22.31,NaN,14.9
2017,6,7,16:10:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,160,1.82,7.25,7.32,7.19,250,NaN,0.62,NaN,3.17,NaN,NaN,NaN,NaN,0.62,NaN,NaN,79950,16.49,NaN,14.4
2017,6,14,15:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,890,1.86,11.12,11.56,10.69,250,1790,1.16,NaN,2.85,NaN,NaN,NaN,NaN,0.3,NaN,NaN,123400,11.79,NaN,13.3
2017,6,21,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,40,11.18,4.07,4.19,3.96,250,NaN,0.55,NaN,4.19,NaN,NaN,NaN,NaN,0.86,NaN,NaN,15150,11.08,NaN,14.7
2017,6,28,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,50,2.26,4.35,4.3,4.4,250,1710,0.32,NaN,0.8,NaN,NaN,NaN,NaN,0.14,NaN,NaN,5000,3.18,NaN,15.8
2017,7,5,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,6,3.12,3.33,2.92,250,290,NaN,NaN,6.69,NaN,NaN,NaN,NaN,0.84,NaN,NaN,250,20.87,NaN,15.1
2017,7,12,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,90,2.79,5.74,5.66,5.82,250,180,NaN,NaN,0.78,NaN,NaN,NaN,NaN,0.24,NaN,NaN,3050,3.62,NaN,14.7
2017,7,19,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,180,7.24,4.7,4.7,4.69,250,710,NaN,NaN,2.29,NaN,NaN,NaN,NaN,0.71,NaN,NaN,0,13.54,NaN,15.4
2017,7,26,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,730,8.04,8.05,7.68,8.41,250,460,NaN,NaN,4.32,NaN,NaN,NaN,NaN,1.11,NaN,NaN,0,12.4,NaN,14.4
2017,8,2,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,2170,6,16.11,16.65,15.57,250,4590,0,NaN,4.06,NaN,NaN,NaN,NaN,1.67,NaN,NaN,0,13.25,NaN,15.8
2017,8,9,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,140,3.37,9.78,9.75,9.8,250,1980,0,NaN,1.58,NaN,NaN,NaN,NaN,0.43,NaN,NaN,0,8.58,NaN,17.5
2017,8,16,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,270,6.03,5.11,5.04,5.18,250,680,0,NaN,3.36,NaN,NaN,NaN,NaN,0.66,NaN,NaN,0,16.61,NaN,16
2017,8,23,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,3110,4.02,3.25,3.36,3.13,250,240,0,NaN,2.54,NaN,NaN,NaN,NaN,0.43,NaN,NaN,100,16.28,NaN,16.1
2017,8,30,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,100,6.08,2.5,2.56,2.44,250,460,0,NaN,2.37,NaN,NaN,NaN,NaN,0.81,NaN,NaN,0,18.59,NaN,17.3
2017,9,6,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1300,0.08,72.19,71.84,72.54,150,1350,0,NaN,6.79,NaN,NaN,NaN,NaN,1.08,NaN,NaN,0,21.18,NaN,14.5
2017,9,13,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,90,4.27,24.45,25.15,23.75,250,11600,0,NaN,0.67,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0,13.02,NaN,17.8
2017,9,20,17:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,480,4.71,14.14,14.69,13.59,250,2053,0,NaN,1.43,NaN,NaN,NaN,NaN,0.6,NaN,NaN,0,15.19,NaN,17.9
2017,9,27,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,830,2.73,5.75,5.23,6.26,250,460,0,NaN,0.96,NaN,NaN,NaN,NaN,0.77,NaN,NaN,0,13.78,NaN,16.9
2017,10,4,15:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,210,1.97,6.53,6.18,6.89,250,850,0,NaN,0.63,NaN,NaN,NaN,NaN,0.52,NaN,NaN,0,15.57,NaN,14.7
2017,10,11,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.67,9.96,9.05,10.87,250,NaN,0,NaN,0.05,NaN,NaN,NaN,NaN,0.47,NaN,NaN,0,22.22,NaN,14.7
2017,10,18,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.89,18.96,18.96,18.96,250,280,0,NaN,0.17,NaN,NaN,NaN,NaN,0.88,NaN,NaN,0,23.78,NaN,13.1
2017,10,25,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.97,15.76,15.76,15.76,250,NaN,0,NaN,0.44,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0,22.03,NaN,14.3
2017,11,1,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,80,0.86,44.72,47.4,42.03,250,2520,0,NaN,0,NaN,NaN,NaN,NaN,0.71,NaN,NaN,0,23.25,NaN,13.4
2017,11,8,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,106.667,1.07,45.17,46.99,43.34,250,266.667,0,NaN,0.09,NaN,NaN,NaN,NaN,1.02,NaN,NaN,0,21.54,NaN,13.6
2017,11,15,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,1.87,19.32,19.32,19.32,250,NaN,0,NaN,0.07,NaN,NaN,NaN,NaN,0.59,NaN,NaN,0,19.59,NaN,14.1
2017,11,22,16:40:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,140,0.83,20.43,21.5,19.36,250,110,0,NaN,0.25,NaN,NaN,NaN,NaN,0.36,NaN,NaN,0,15.74,NaN,15.4
2017,11,29,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.69,3.33,2.98,3.69,250,NaN,0,NaN,4.49,NaN,NaN,NaN,NaN,1.05,NaN,NaN,0,11.22,NaN,13.6
2017,12,6,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.68,2.28,2.39,2.16,250,NaN,0,NaN,6.75,NaN,NaN,NaN,NaN,0.96,NaN,NaN,0,15.27,NaN,12.1
2017,12,13,17:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,3.72,2.35,2.4,2.3,250,NaN,0,NaN,3.69,NaN,NaN,NaN,NaN,0.78,NaN,NaN,0,13.22,NaN,12.1
2018,1,10,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,53.3333,3.37,3.85,4.06,3.63,250,NaN,0,NaN,1.79,NaN,NaN,NaN,NaN,0.62,NaN,NaN,0,10.23,NaN,13.3
2018,1,17,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,220,1.45,11.24,11.08,11.39,250,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,14.1
2018,1,24,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,70,3.59,1.09,1.15,1.03,250,10,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,12.8
2018,1,31,17:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,70,4.17,2.42,2.56,2.29,250,80,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,13.5
2018,2,7,17:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,4680,1.06,10.41,10.25,10.57,250,650,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2950,NaN,NaN,13.7
2018,2,14,17:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,1970,4.57,4.74,4.72,4.76,250,920,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,12.9
2018,2,21,17:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,14,4.35,4.93,4.93,4.93,250,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2200,NaN,NaN,11.7
2018,2,28,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,50,2.55,6.47,6.3,6.65,250,NaN,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39600,NaN,NaN,11.7
2018,3,7,17:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,140,5.07,3.2,3.17,3.23,250,220,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,11.8
2018,3,14,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,920,4.75,4.07,4.18,3.96,250,820,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,12.7
2018,3,21,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,660,2.6,13.57,15.02,12.12,250,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,13
2018,3,28,17:20:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,20,4.16,3.57,3.63,3.52,250,934,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600,NaN,NaN,14.7
2018,4,3,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,17.97,2.09,2.32,1.86,250,NaN,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,16.2
2018,4,11,16:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.24,4.35,4.14,4.55,250,100,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,800,NaN,NaN,13.8
2018,4,18,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,10,NaN,8.26,8.23,8.3,250,20,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2300,NaN,NaN,11.9
2018,4,25,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,780,NaN,9.1,9.28,8.91,250,760,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4400,NaN,NaN,13.5
2018,5,2,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,810,NaN,4.95,4.98,4.91,250,NaN,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1600,NaN,NaN,13.7
2018,5,9,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,200,NaN,22.95,23.21,22.69,250,700,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2650,NaN,NaN,15.5
2018,5,16,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,340,NaN,8.07,8.39,7.75,250,200,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5750,NaN,NaN,13
2018,5,23,16:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,370,NaN,4.4,4.44,4.36,250,NaN,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1400,NaN,NaN,14.1
2018,5,30,17:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,330,NaN,8.47,8.14,8.8,250,NaN,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2450,NaN,NaN,16.5
2018,6,6,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,60,NaN,5.33,5.71,4.95,250,160,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,650,NaN,NaN,16.1
2018,6,13,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,40,NaN,8.52,8.37,8.66,250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,15.7
2018,6,20,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,NaN,4.86,5.01,4.71,250,350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,15.7
2018,6,28,17:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,NaN,3.37,3.29,3.44,250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,16.7
2018,7,5,15:45:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,70,NaN,6.11,6.54,5.68,250,5200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,15.7
2018,7,11,16:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,80,NaN,5.58,5.87,5.29,250,5600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2100,NaN,NaN,18